Item ID,Sentiment,SentimentText,Category
1038,4,@RailMinIndia @sureshprabhubjp 12944 is getting late by late...my parents will miss ap exp at jhansi please do the needful..,management
1039,4,@RailMinIndia for no reason 18625 patna hatia witheld at ranchi jn since 45 min. .plz do chk,Others
1040,5,"@sureshpprabhu @RailMinIndia Sir I'm unable to cancel tckt, PNR: 8403941958.Boarding stn is NDLS &amp; chart hasn't been prepared. @IRCTC_Ltd",Others
1041,0,"@sureshpprabhu @RailMinIndia PNR:4319844232, TRAIN:09457, SANDESH R NAYAK+3,S3 5,6,7,8. Worst toilet maintenance ever seen in any train.",Unhygienic
1042,0,"@RailMinIndia @sureshprabhu we n Train12472/25. AC 2, Neither the AC is working nor we have basic amenities. What do we do? And hot too...",Others
1043,5,@sureshpprabhu @RailMinIndia PNR 2864288646 Train status: Running yet chart not prepared. Waiting for confirmation since longFacing trouble.,Others
1044,5,@RailMinIndia I'm sending u my irctc msg that I received after booking ticket .hoping that u might take some action in this matter,management
1045,0,@RailMinIndia @drmmadurai - Water pipes in Ramanathapuram Railway Station (RMD) is damaged . Passengers suffer without drinking water supply,Damage
1046,0,"@sureshpprabhu ,@RailMinIndia ,even at Gwalior no action for cleaning the A1 coach  of train no.12643.",Others
1047,3,"@RailMinIndia Eatables are sold at Railway platforms at much higher cost than MRP e.g., Water bottle MRP Rs. 15 but sold @ Rs. 20. Pl contrl",Food
1048,5,@RailMinIndia @sureshpprabhu you hav 2 ans sir. Why IRCTC fails?  It makes me frustrating now. How could I go 6 hr journey with general tkt.,Others
1049,6,@DrmChennai @RailMinIndia It is not applicable in other xonal Railway,Others
1050,0,@sureshpprabhu @RailMinIndia travelling in 12481 AC Chair car. The condition of the coach is too poor. All the seats require replacement,management
1051,4,@RailMinIndia plz kya rakdhni express nagpur waali 15 mnts k liye delay kar sakte hai.....,management
1052,7,@mistuni  Kindly share PNR number. Matter forwarded to the concerned officials @Drmwat_ecor @IR_ENHM @IR_EDMECHG @crseecor17,Others
1053,6,@RailMinIndia plz Start unique scheme PM Rail vikas Yojna and connecting each other Indian city with Rail network,Others
1054,4,@RailMinIndia Train 12584 is late frm ANVT. No announcement and no info to passengers.139 is not able to answer about it,management
1055,3,"@RailMinIndia @drmdelhi: 2419126211,No cold water bottles in Shtbdi.Attndt sys wait 1hr, aisi aati hai.Y shd i hav to wait or pay 2 rlwys...",Food
1056,3,@sureshpprabhu @RailMinIndia it has become a common practice by vendors at all railway stations to charge ?5 more.. https://t.co/m8peFAuFen,management
1057,3,"@RailMinIndia Sir,I think by using irctc railway making fool to passengerAt the time of booking they are giving option for food but ...",Food
1058,0,@RailMinIndia  Audio system at Charbagh railway station is very poor. No announcement can be  heard clearly.,management
1059,3,@RailMinIndia train no 12237 varanasi to jat getting 10rs tea and 120rs per veg thal does irctc practices these rates of catering ?,Food
1060,6,@Parsikpravasi @BeyondThane @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaamâ¦ https://t.co/HPBRxagjsr,Others
1061,7,@RailMinIndia @DevKuma35104438 @IR_ENHM Kindly share your correct PNR for further action.,Others
1062,4,"@RailMinIndia marudhar exp is 6 hrs late, have to catch ala hazrt exp in Jaipur which is also late, will miss ala by 5-10 min.Plz help.",management
1063,3,@sureshpprabhu Wonderful food being served in the train.  There is no mechanism to dispose of the waste.  Plastic plates etc. @RailMinIndia,Food
1064,4,@sureshpprabhu @RailMinIndia  Train No- 12396 running damn inordinate late &amp; passengers are exhausted completely .pl do the needful asap !,management
1065,4,"@RailMinIndia  how can one faith on Indian rail , dealy up to 5 hours ...can anyone explain the reason for delay.Hope for a reply from GOD",management
1066,4,@drmbct @RailMinIndia @TVC138 @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct The train has stoped at navsari platform but no one is here to see,Others
1067,5,"@RailMinIndia @sureshpprabhu  pnr no2546970196,travelling with RAC ticket. There are too many without ticket are travelling.I m still on RAC",management
1068,5,"@RailMinIndia In  Phaphamau railway station ""the staff of ticket booking are very lazy and irresponsible ,need some concern there sir..",management
1069,7,"@RailMinIndia @VivekVe76991318 @drmsee1 Noted sir, Matter fwd to @drmbsbner",Others
1070,5,@RailMinIndia pnr- 6149308733. RAC birth allotted. Any chance of getting confirm birth? TTE says no birth vacant. Foul play suspected.l,management
1071,0,"@sureshpprabhu @RailMinIndia train 17302 coach S2 suffering frm bad smell coming out through toilet, wil b reaching dawangere next. Pls help",Unhygienic
1072,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 also not running. MCB is Down.Plz see https://t.co/JfCGvztROc,Food
1073,1,"@RailMinIndia, no police patrolling in 17037. Suspicious people(thieves) jumped before ADI.Pantry car people selling water at more than Mrp.",Food
1074,4,@RailMinIndia sealdah rajdhani 1 n half hour late ...20 m to 6 PM bt still nt train in platform,management
1075,6,"@sureshpprabhu , @RailMinIndia  so  much load for Plate form ticket Only one window operating at New delhiPathetic https://t.co/lzyTBrLCow",management
1076,3,"@RailMinIndia Sir rail neer in platform charing us 20 rs ,place: madurai jn platform 1. The reason they are saying it is outside kiosk price",Others
1077,0,@RailMinIndia  sir there is no water in train toilets &amp; toilets are not cleaned in train no 12628. Now at DAUND JN,Unhygienic
1078,5,@RailMinIndia Thanks for the reply ..:). PNR-4138201979.,Others
1079,0,@RailMinIndia Sir i journey by train 12355 in S-7 coach water not available please filling water in S-7 PNR NO.6208277709,Food
1080,4,@RailMinIndia - 14308 arrived Shahjehanpur at 7:30 PM but rail cris shows 56 minutes delay from schedule time 6:50 PM. Why false information,management
1081,0,"@RailMinIndia PNR:6253063718,TRAIN:15909 with 2 children train fully occupied by unauthorized passengers that we cannt able to go to toilet",Unhygienic
1082,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ ",Food
1083,4,"@RailMinIndiasir, the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, please  instruct to regulate it.",management
1084,4,@RailMinIndia Why the train no 12502 has been delayed by more than 3 hours at the source making it difficult to board by 3AM.,management
1085,4,@RailMinIndia No progress.. I'm tweeting again again but there is nighter any solution nor any reply... 16 ghate ho gaye 7 ghante aur hain,Others
1086,1,@RailMinIndia non compliance of rule at delhi railway station by policeman ajay kumar....he is leaving people without scanning goods,management
1087,5,"@RailMinIndia ?? ??xerox ???? ?? ??? ???? ??? ?? ? ?? ??? ??? ??,????? ticket ??????  ???? ??? ???, ????? ???? ??????? ???,????,08305008854",management
1088,0,"@RailMinIndia, Travelling in train Number 15656, S4 Coach, No water in toilets since morning. Plz help. Train has reached Shamstipur Jn.",Unhygienic
1089,3,"@RailMinIndia I placed an order on Food-on-Track &amp; made the payment online. Neither the food was delivered, nor a refund was made. Help!",Food
1090,5,@RailMinIndia @sureshpprabhu sir my pnr no 6153212316 train no 22811 BBS Rajdhani I have waiting list 1 plz help me in getting a berth 1/2,Others
1091,4,@RailMinIndia bhopal by 2.40hrs.and arrived at jhansi at 2.18hrs. And now it is going to much late as it is moving towards Lucknow.Pls check,management
1092,5,@RailMinIndia -this guy at Raipur st. (CG) denied to give me ticket and also told other staffs to not give me ticket https://t.co/0DVentRWFC,management
1093,4,@RailMinIndia @sureshpprabhu @TheDarjChron sir plz make sure that dhr is not neglected cz later it might become a parking lot,management
1094,3,"@RailMinIndia, here at palanpur Gujarat , vendor name: vasu mal amul parlour I got amul masti dahi for ?25 (1/2)",Others
1095,0,"@RailMinIndia ,Traveling in 12512 , S4 coach, toilets are not clean , ladies are not able visit toilets",Unhygienic
1096,0,@RailMinIndia @sureshpprabhu - train delays and very dirty lavatory area. expected better after 2 years in ministry https://t.co/mRsgOmOEC3,Unhygienic
1097,0,"@sureshpprabhu @RailMinIndia Suvidha Delhi Barauni Express Train No - 04416No water in toilets, dirty toilet. Plz helpPNR:2765201732",Unhygienic
1098,3,@sureshpprabhu @RailMinIndia cannot connect WiFi at chennai central and vendors selling at more prices than displayed on platform no 2.,Others
1099,4,@RailMinIndia @GM_NRly 04403 anand vihar Haridwar express stopped @ sahibabad rly stn since 30 Min. Pls do something.,Others
1100,5,@RailMinIndia Hello sir.myself a common man .I would like to bring to your notice it's high time for tatkal procedures to be revamped.,Others
1101,5,@RailMinIndia  TODAY I AM BOOK TO TICKET IRCTC SERVER IS NOT WORK TO SHOW TO SITE IS NOT RECHABLE WHY SITE IS NOT OPEN TO IN LAST TWO DAY,management
1102,6,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..,Others
1103,4,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.,management
1104,5,@sureshpprabhu @RailMinIndia I m from Kolkata but stuck in patna with my kids..not able to book tickets from tatkal quota even,management
1105,0,@sureshpprabhu @RailMinIndia No water supply in toilets and lavatory coach G 10 train no 12216. TTE helpless.PNR-8347396494,Unhygienic
1106,3,@RailMinIndia my pnr no.2217356121. pantry charging 20rs for water bottle which has printed rate of 15,Food
1107,5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant",Others
1108,5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC,management
1109,6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Againstâ¦ ,Others
1110,3,"@RailMinIndia @sureshpprabhu Please supply only rail neer or branded water in train and station both, vendor are charging Rs.20/bottle.",Food
1111,7,@surykantverma07   Kindly share PNR number.,Others
1112,4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online,management
1113,0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks,Damage
1114,1,"@RailMinIndia @ShilpaDakle Sir, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",Others
1115,6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach,Others
1116,0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!,Others
1117,3,@RailMinIndia @sureshpprabhu ji aaj Lucknow me water point start hua or aaj 11 baje se Lucknow station pr pani hi nhi h. Public pyasi.....,Food
1118,4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks,management
1119,5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one,management
1120,0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water.",Food
1121,0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj,Unhygienic
1122,7,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.,Others
1123,4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after câ¦ https://t.co/uMa1BYqksY,Others
1124,5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers,Food
1125,7,@drm_moradabad @DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia Matter has been already forward,Others
1126,4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.,management
1127,0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7,Unhygienic
1128,7,RT @mmalavec: #Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,Others
1129,0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u,management
1130,2,"@RailMinIndia  my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361, TN12138",Others
1131,5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...,management
1132,0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.â¦ https://t.co/ziKLV0Mr0y,management
1133,3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...,management
1134,5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662",management
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,Unhygienic
1136,7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg,Others
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,Food
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/bACOZnpAQi,Others
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",Others
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,Food
1141,1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357,Others
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,Others
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,management
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,Food
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,Others
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,Others
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148â¦ https://t.co/d5HlFMqftU,Food
1148,7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us.",Others
1149,7,@RailMinIndia my contact number is +919205535799Thanks,Others
1150,7,@RailMinIndia @irctceastzone 6506401270,Others
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",Unhygienic
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",Food
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",management
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action,Others
1155,1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,",Others
1156,7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.,Others
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",management
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,management
1159,6,RT @HariNYadav: #498aJailsInnocent ,Others
1160,1,"found a bag with no owner, police not taking any action pnr 4512791357",Others
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,Others
1162,2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.,management
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,Others
1164,7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action,management
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",management
1166,6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch tâ¦ https://t.co/tEBXrWdYha,Others
1167,6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,Others
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",management
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",Food
1170,6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ ,Others
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",management
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,management
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,management
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",Others
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",Food
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",Unhygienic
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,Food
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,Others
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,management
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,Food
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,management
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",management
1183,6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,Others
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",management
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/6u0NSeNxDv,Others
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,Food
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,management
1188,2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631",Others
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Bes1TzmXoI,Others
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,Food
1191,0,"fan's speed not decreasing , we need help pnr 4512791357",Others
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,Others
1193,7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.,Others
1194,3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",Food
1195,4,"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357",Others
1196,5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,management
1197,6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTGâ¦ https://t.co/wghZsGZszU,Others
1198,3,@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI,Others
1199,5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,Others
1200,0,@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1,Unhygienic
1201,5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,Others
1202,4,@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.,management
1203,6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,Others
1204,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..,management
1205,5,@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min,management
1206,0,@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help,management
1207,0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",Others
1208,6,@RailMinIndia Announcement done !!!,Others
1209,1,"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357",Others
1210,3,"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu",Food
1211,4,@RailMinIndia plz continue train no 14307-14308,Others
1212,5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,management
1213,5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,Others
1214,7,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department,Others
1215,3,@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit,Food
1216,4,"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq",management
1217,6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,Others
1218,0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,Unhygienic
1219,5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131  Refund amount of Rs.3790 received today. Thank U.TDR payment ?",Others
1220,5,@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.,Others
1221,3,@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall,Food
1222,2,"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357",Others
1223,7,@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2,management
1224,0,@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410,Others
1225,5,"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV",management
1226,0,"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh",Others
1227,1,"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP.",Others
1228,6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/cImqnkJTwC,Others
1229,1,"@RailMinIndia @ShilpaDakle Mam, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",Others
1230,2,@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...,Others
1231,6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,Others
1232,4,@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am,management
1233,0,@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?,management
1234,1,@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme,Others
1235,5,"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today.",management
1236,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",management
1237,5,"@RailMinIndia   sir, I hv booked a ticket yesterday online from delhi to patna but it was not confirmed and money has also not been refunded",management
1238,7,"RT @RailwayNorthern: @IndiaBTL @RailMinIndia @PiyushGoyal @PMOIndia ""NR does not purchase National Herald for distribution in trains. Eiâ¦ ",Others
1239,6,"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ https://t.co/0rVpCBElEB",Others
1240,1,"@PiyushGoyal PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen.",Others
1241,7," @SHIVAM_1234515 Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and pursâ¦ https://t.co/lSb34osAX0",Others
1242,4,@sureshpprabhu @RailMinIndia @DRM_Agra @drm_moradabad pls see the status of this train.starts late frm destination https://t.co/iFUgYwfkjj,management
1243,7,@RailMinIndia @Uttambanerjee10 @ed_eeg @drmnfr_lmg Matter notified to officials concerned @electrlbzascr,Others
1244,5,@RailMinIndia @sureshpprabhu Sir is there a way you guys track legal allocation of rac seats?Am travelling on a half seat pnr:8347530093 1/2,management
1245,5,@RailMinIndia pls confirm about my reservation or make my money refund,management
1246,0,"unremoved heavy bedrolls , stinky smell pnr 4512791357, 1 cleanup reqd",Unhygienic
1247,6,"@RailMinIndia @sureshpprabhu Sir, Great thought. Jabse aap aayen hain Rail to jaise pankh laga ke ud rahi hai.Thanks https://t.co/bhFbCEyFK6",Others
1248,0,@sureshpprabhu @RailMinIndia Platform No 4&amp;5 of #bhopal needs to be cleaned immediately. My PNR 8747162916 Waiting https://t.co/oX7ONddOZX,Others
